city,date,state,text,polarity
Starkville,Fri Nov 27 23:03:33 +0000 2020,MS,Who tf serving meatloaf on thanksgiving? 🤢,0.0
Austin,Fri Nov 27 23:03:36 +0000 2020,TX,hope everyone had a beautiful Thanksgiving. Here it finally is - No Guidance x Greece (Drake Remix) click the link… https://t.co/z16UcP9GYX,0.425
Baltimore,Fri Nov 27 23:03:44 +0000 2020,MD,The art style of the great pretender makes us feel like I’m tripping #GREATPRETENDER,0.8
Hemet,Fri Nov 27 23:03:48 +0000 2020,CA,@meganelopezoff you’re looking beautiful after thanksgiving,0.85
Philadelphia,Fri Nov 27 23:04:13 +0000 2020,PA,I hope you had an awesome Thanksgiving,1.0
Norton,Fri Nov 27 23:04:13 +0000 2020,MA,@LisaFoiles  From Thanksgiving I was thankful for you being a sweetheart to me on Twitter,0.0
Saginaw Township North,Fri Nov 27 23:04:22 +0000 2020,MI,only leftovers i eat is from thanksgiving 😂,0.0
Los Angeles,Fri Nov 27 23:04:30 +0000 2020,CA,"why do I have hw due TODAY, during my thanksgiving “break”",-0.125
Sacramento,Fri Nov 27 23:04:35 +0000 2020,CA,I know everyone likes to do sandwiches but I think the most underrated way to eat Thanksgiving leftovers is to just… https://t.co/5ImNqUxXqk,0.5
Richmond,Fri Nov 27 23:05:13 +0000 2020,VA,Our thanksgiving was sort of a cluster this year. (for obvious reasons) We didn’t have the obligatory leftovers. So… https://t.co/whAcLXdnAJ,0.0
Santa Clara,Fri Nov 27 23:05:13 +0000 2020,CA,@davidfeiock @stripe @Paytm @nubank @Klarna @InterswitchGRP They aren’t the most valuable private companies though.… https://t.co/0fFh854h1M,0.25
Houston,Fri Nov 27 23:05:18 +0000 2020,TX,Lmmfao mannn im over here tripping https://t.co/NNaqXnvD0a,0.0
North Olmsted,Fri Nov 27 23:05:21 +0000 2020,OH,@LouAdele87 @AdamMB79 @GovMikeDeWine @OHdeptofhealth We all travel different roads I happened to willingly go to re… https://t.co/VakqnvYwJK,0.125
Carmel,Fri Nov 27 23:05:23 +0000 2020,IN,"Oh my God, my cousin (in-law) insisted on going to visit her quadriplegic son for Thanksgiving (""despite the wishes… https://t.co/ZASBYKuN5u",0.0
Wichita,Fri Nov 27 23:05:24 +0000 2020,KS,I got an entire thanksgiving week off for the first time in 5 years and all I had to do was become infected by a deadly virus,0.016666666666666663
Elyria,Fri Nov 27 23:05:25 +0000 2020,OH,Found out there’s families that have Brussels sprouts on thanksgiving and mine isn’t one of them 💔,0.0
Tybee Island,Fri Nov 27 23:05:28 +0000 2020,GA,"Our food during Tybee Island Thanksgiving 2020 😋😋 @ Tybee Island, Georgia https://t.co/WwhztZiDWa",0.0
South Lake Tahoe,Fri Nov 27 23:05:35 +0000 2020,CA,Espresso Martini to start this Friday afternoon. #justgotoffwork #southlaketahoe #postthanksgivingfun @ Tahoe Cockt… https://t.co/pjAXmn2l3U,0.0
Yorkville,Fri Nov 27 23:05:41 +0000 2020,IL,He tripped on a RUG .,0.0
Pittsburgh,Fri Nov 27 23:05:56 +0000 2020,PA,Just posted a photo @ Pittsburgh's Strip District https://t.co/ZXPZq5Mjqj,0.0
Oakley,Fri Nov 27 23:06:15 +0000 2020,CA,@ennyola0015 Happy Thanksgiving https://t.co/bz6RIwDSza,0.8
Chicago,Fri Nov 27 23:06:22 +0000 2020,IL,"Get ready #KitchenMutants,
LESS THAN 1 HOUR 
until we begin 
Thanksgiving Leftover Turkey Chimichanga!… https://t.co/d3XHQiIYMn",0.016666666666666677
Key West,Fri Nov 27 23:06:31 +0000 2020,FL,45th National Park! #drytortugas #TripleA @nationalparkservice @ Dry Tortugas National Park https://t.co/xrb9t1wvyq,-0.06666666666666665
Los Angeles,Fri Nov 27 23:06:32 +0000 2020,CA,That after thanksgiving leftovers sandwich really doesn’t have to slap so hard but it does,-0.04583333333333334
Fairfield,Fri Nov 27 23:06:38 +0000 2020,CT,"If you enjoyed thanksgiving with your extended family yesterday, I hate you. Not just because you’re inconsiderate… https://t.co/ry2S4rj0NP",-0.15000000000000002
Westmont,Fri Nov 27 23:06:45 +0000 2020,CA,Everyday Black Friday so i ain’t really trippin on the deals today,-0.05555555555555556
Phoenix,Fri Nov 27 23:06:52 +0000 2020,AZ,"Since #thanksgiving dinner is over (#leftovers don’t count!), I’m ready for Christmas 🎄🎅🏻 
.
.
.
#christmastree… https://t.co/Nx7TnQ4A3k",0.2
Houston,Fri Nov 27 23:07:20 +0000 2020,TX,Thanksgiving is nothing but a reassurance to who is deserving of a good present for Xmas lol,0.5249999999999999
Brooklyn,Fri Nov 27 23:07:21 +0000 2020,NY,Really hope the employees were paid triple overtime for this,0.2
Cincinnati,Fri Nov 27 23:07:21 +0000 2020,OH,"Next. 🎄🎶

I f’n love Xmas music and all things Xmas. All bets are off beginning the day after Thanksgiving.

If you… https://t.co/qlQLKfiKtA",0.25
Sioux Falls,Fri Nov 27 23:07:25 +0000 2020,SD,@cptnwillie Please oh please help me convince @SnakeBadAss that Alice’s Restaurant is the ultimate Thanksgiving story!!!,0.0
West Palm Beach,Fri Nov 27 23:07:36 +0000 2020,FL,"@DukePGA @StephenCurry30 Happy Thanksgiving 🦃🍁 to you and your family Ken!
Let’s tee it up soon. Stay safe and healthy. 🏌🏿‍♂️⛳️",0.6666666666666666
East Patchogue,Fri Nov 27 23:07:46 +0000 2020,NY,@elonmusk Happy thanksgiving 🍁 to you too boss,0.8
Marlborough,Fri Nov 27 23:08:02 +0000 2020,MA,Lisa Frank Zebra Stripes (DIY Resin Painting) https://t.co/31ci8O4FRA via @YouTube,0.0
Elkton,Fri Nov 27 23:08:07 +0000 2020,MD,@AngusAngels @SamHeughan What do you have against sweet potatoes?? Cranberry sauce is a staple at Thanksgiving and… https://t.co/fc4f5Rh0ez,0.35
Cincinnati,Fri Nov 27 23:08:10 +0000 2020,OH,"Next. 🎄🎶

I f’n love Xmas music and all things Xmas. All bets are off beginning the day after Thanksgiving.

If you… https://t.co/aBqNIW2pb7",0.25
Bronx,Fri Nov 27 23:08:18 +0000 2020,NY,"5.1 millones de dólares en venta por online, record en día de Thanksgiving",0.0
Baton Rouge,Fri Nov 27 23:08:21 +0000 2020,LA,THANKSGIVING DINNER 🍲🤤🥰🤤🍲 Smoked Turkey And Roast🤩🤩🤤🤩🤩 @ The Home Depot https://t.co/w1tkSyUPnT,0.0
Fresno,Fri Nov 27 23:08:27 +0000 2020,CA,"The #cousins over #Thanksgiving. #familytime #family @ Fresno, California https://t.co/fW6ur4S0b3",0.0
Boynton Beach,Fri Nov 27 23:08:36 +0000 2020,FL,Me and my brother before Thanksgiving dinner yesterday,0.0
Kenner,Fri Nov 27 23:08:39 +0000 2020,LA,Thanksgiving was some else 😂😂!! Like they say “Drunk like skunk”,-0.5
Rancho Palos Verdes,Fri Nov 27 23:08:44 +0000 2020,CA,@YoyoStube Happy thanksgiving JoJo!!,1.0
Indianapolis,Fri Nov 27 23:08:59 +0000 2020,IN,@AmiThibedeau @sheLLbeLL_xo Id take that trip!,0.0
Worcester,Fri Nov 27 23:09:01 +0000 2020,MA,Pra mim ontem pareceu ser domingo por causa do feriado do thanksgiving e hoje parece segunda. Meu deussss,0.0
Winchester,Fri Nov 27 23:09:02 +0000 2020,KY,"My father passed away on thanksgiving day, it will never be the same!",0.0
Topeka,Fri Nov 27 23:09:06 +0000 2020,KS,"A little time with my 4 year old godson always puts life into perspective.✨🍁

#ThanksGivingBreak #TheFutureIsHere… https://t.co/BvsXZXWikW",-0.04375
Manhattan,Fri Nov 27 23:09:09 +0000 2020,NY,The votes are in and @ryandirteater has officially won #Thanksgiving https://t.co/JCxpU2ZzAX,0.0
Hillsborough,Fri Nov 27 23:09:10 +0000 2020,NC,"We move forward into the next Generation of Flight, be Beware of what you are facing, Aman",0.0
Sun City,Fri Nov 27 23:09:15 +0000 2020,AZ,@Kodileerocks Happy Thanksgiving  Kodie!!!,1.0
Morgan City,Fri Nov 27 23:09:17 +0000 2020,LA,Definitely brought these $18 flights to Washington DC to see my president and Vice President be inaugurated 🖤🎊,0.0
Garfield,Fri Nov 27 23:09:21 +0000 2020,NJ,"Pepperdine, you’re a joke!  Covering all game and then blows it in triple overtime.  Ridiculous",-0.3666666666666667
Dallas,Fri Nov 27 23:09:21 +0000 2020,TX,@JacySloan @___marita This is my fave thanksgiving fit on the tl😭😍,0.4
Milpitas,Fri Nov 27 23:09:36 +0000 2020,CA,I chose Iphone 12 over Mexico trip... right at this moment I should be sipping on my tequila alreadyy 😩,0.2857142857142857
Spartanburg,Fri Nov 27 23:09:37 +0000 2020,SC,@ALEXNEWMAN_JOU Conspiracy theorists had the best Thanksgiving ever (although I would rather call myself a Conspiracy Factist)...,1.0
Santa Maria,Fri Nov 27 23:09:45 +0000 2020,CA,Post thanksgiving shits is real man,0.2
Asheboro,Fri Nov 27 23:09:59 +0000 2020,NC,Beckett hopes everyone had as good of a #Thanksgiving as he did. Happy Thanksgiving from the Hoogkamp family! 🦃 🥧 @… https://t.co/sz17KUC3u7,0.85
Bronx,Fri Nov 27 23:10:11 +0000 2020,NY,@myview__myvoice Happy Thanksgiving!! 🦃@myview__myvoice,1.0
Indianapolis,Fri Nov 27 23:10:14 +0000 2020,IN,Travel,0.0
Los Angeles,Fri Nov 27 23:10:23 +0000 2020,CA,"Who was the turkey ?? 
leave your comments below
•
#friday 
#thanksgiving #thankful #friends    #rikishi @ Thanksgi… https://t.co/nOiysJgbH3",0.0
Morgan City,Fri Nov 27 23:10:24 +0000 2020,LA,I need to gtf off google flights because I be book trips and don’t even know if I’ll have plans or not around that time 🤦🏾‍♀️,0.0
Morgan City,Fri Nov 27 23:10:24 +0000 2020,LA,I need to gtf off google flights because I be book trips and don’t even know if I’ll have plans or not around that time 🤦🏾‍♀️,0.0
Murfreesboro,Fri Nov 27 23:10:26 +0000 2020,TN,"#thatswhatsfordinner #leftovers #homecooking #comfortfood #thanksgiving2020 @ Murfreesboro, Tennessee https://t.co/xf0UsTa7mC",0.0
San Diego,Fri Nov 27 23:10:37 +0000 2020,CA,"@JamesGleick Your time travel joke delivered  the punch line before the Setup, canceling itself out",0.0
Plano,Fri Nov 27 23:10:41 +0000 2020,TX,"Rachel wants to let everyone know that the day after thanksgiving is no longer just for leftover turkey, it’s also… https://t.co/27ozbTB79z",0.2
Lake Arbor,Fri Nov 27 23:11:05 +0000 2020,MD,@karenhunter @killa_szn Especially on Thanksgiving!!!!!,0.0
Denver,Fri Nov 27 23:11:06 +0000 2020,CO,Mmmkay just found out I drunk FaceTimed my family during their thanksgiving dinner and all I did was dance,-0.5
Cary,Fri Nov 27 23:11:22 +0000 2020,NC,Day 1 thanksgiving dinner is so much better than day 0,0.5
Phoenix,Fri Nov 27 23:11:27 +0000 2020,AZ,Here’s a few shots from a quick Thanksgiving camping trip up to Sedona. Very thankful for this gorgeous state https://t.co/pZhkMVguNi,0.2583333333333333
Phoenix,Fri Nov 27 23:11:27 +0000 2020,AZ,Here’s a few shots from a quick Thanksgiving camping trip up to Sedona. Very thankful for this gorgeous state https://t.co/pZhkMVguNi,0.2583333333333333
Leisure City,Fri Nov 27 23:11:27 +0000 2020,FL,Some of y’all never had to miss Thanksgiving Dinner with your family to work Black Friday and it shows. https://t.co/vCQhX1BjpM,-0.16666666666666666
Brick,Fri Nov 27 23:11:27 +0000 2020,NJ,Did that black dude have Thanksgiving dinner at the white nonna's house again this year? I need to know.,-0.08333333333333333
Mobile,Fri Nov 27 23:11:28 +0000 2020,AL,"@sharkey_g @travel5762 Losing?.... Between the Adderall, neurosyphilis, and pressure of going to prison after January 20th.He's totally gone",0.0
Amelia,Fri Nov 27 23:11:30 +0000 2020,OH,Thanksgiving leftover meals are just as good if not better then Thanksgiving itself,0.22499999999999998
Salem Heights,Fri Nov 27 23:11:31 +0000 2020,OH,@MichelobULTRA ULTRAGiftOfGolf #Sweepstakes How about a Thanksgiving gift of Ultra!,0.0
Richmond,Fri Nov 27 23:11:38 +0000 2020,VA,who else doesn’t have any thanksgiving food left ? 😭🤦🏽‍♂️,0.0
Citrus Park,Fri Nov 27 23:11:41 +0000 2020,FL,"@stormewarren I wish the very best for you and your Family my Friend, I hope you had a Happy Thanksgiving, May y'al… https://t.co/lm22BohANZ",0.9
Morgan City,Fri Nov 27 23:11:44 +0000 2020,LA,One thing about me ima buy some flights,0.0
La Grange Park,Fri Nov 27 23:11:49 +0000 2020,IL,"Thanksgiving with family, 2020 style https://t.co/aVAFi0AujA",0.0
Port Royal,Fri Nov 27 23:12:10 +0000 2020,SC,"Happy post-Thanksgiving Day!

Harper’s Weekly - December 3, 1864 https://t.co/oeiwwXj8zb",1.0
Menomonee Falls,Fri Nov 27 23:12:38 +0000 2020,WI,Working after thanksgiving should be criminal 🤬,-0.4
Washington,Fri Nov 27 23:12:44 +0000 2020,DC,I did NOT eat Turkey for Thanksgiving and I feel great about it,0.8
Dallas,Fri Nov 27 23:12:48 +0000 2020,TX,"Thanksgiving time @ Dallas, Texas https://t.co/2myWpmgfbI",0.0
Terrytown,Fri Nov 27 23:12:49 +0000 2020,LA,Mosquitoes 🦟 eating on me like thanksgiving leftovers,0.0
Zachary,Fri Nov 27 23:12:56 +0000 2020,LA,I wish my other friends lived close to me 😂like Naee and Taee...cause I just be wanting to take quick trips to the… https://t.co/Qwu7ZqgGUw,0.10416666666666666
Stanley,Fri Nov 27 23:13:06 +0000 2020,NC,@realDonaldTrump Happy thanksgiving to you mr. president,0.8
Tybee Island,Fri Nov 27 23:13:13 +0000 2020,GA,"Fun times with family friends at Tybee Island - Thanksgiving 2020! @ Tybee Island, Georgia https://t.co/hSato3KigA",0.375
Frankfort,Fri Nov 27 23:13:18 +0000 2020,IN,I just took an hour nap after traveling all day and it was seriously the best sleep I’ve had since Remi has been bo… https://t.co/elH3PkdPtd,0.33333333333333337
Galveston,Fri Nov 27 23:13:19 +0000 2020,TX,Distance doesn’t mean you can’t enjoy your family :)) Happy Thanksgiving weekend 💕 https://t.co/n5FYX7yyfa,0.34687500000000004
North Belle Vernon,Fri Nov 27 23:13:20 +0000 2020,PA,I’m so fucking pissed off because I missed thanksgiving. My family didn’t get to do a dinner. I feel like shit. Mot… https://t.co/WhPRWyZUlk,-0.4
Irmo,Fri Nov 27 23:13:37 +0000 2020,SC,"@bpridgeo Be careful traveling back, Brad!",-0.05
Charlotte,Fri Nov 27 23:13:40 +0000 2020,NC,Yeeesss!!!!!😂 like you ain’t gonna triple check and make sure you ain’t gettin crossed? 😭 I can’t stand ppl that tr… https://t.co/CV9rQN6cIZ,0.5
Oviedo,Fri Nov 27 23:13:56 +0000 2020,FL,really crazy out of my mind anxious bc after all the trouble i went through to isolate for thanksgiving my parents… https://t.co/hpomxnJ0P9,-0.35000000000000003
Morgan Hill,Fri Nov 27 23:14:15 +0000 2020,CA,Being left home alone with a lot of Thanksgiving leftovers is very dangerous! 🦃,-0.48750000000000004
Washington,Fri Nov 27 23:14:23 +0000 2020,DC,"Breaking: charter flights are underway to position @pfizer vaccine doses across America, with @united carrying suit… https://t.co/C4bPCH0jJ1",0.0
Amelia,Fri Nov 27 23:14:25 +0000 2020,OH,"@vicjohusmc86 Man, we just had a second Thanksgiving meal from all the leftovers. I'm full.

Tomorrow is leftover turkey sandwiches",0.175
Mayfield Heights,Fri Nov 27 23:14:45 +0000 2020,OH,@BarryShuster You forgot to mention how fast the sun is traveling through the Milky Way.,0.2
Congers,Fri Nov 27 23:14:48 +0000 2020,NY,We have a new offer for this Thanksgiving season.  We are offering a copy of my book Calm in the Storm along with a… https://t.co/PjjBEB5S3K,0.2181818181818182
Cherry Hill,Fri Nov 27 23:15:10 +0000 2020,NJ,"What is today? Annual Thanksgiving PotPie Making Day with my Dad! @ Cherry Hill, New Jersey https://t.co/43GtVMWxVs",0.13636363636363635
Santa Clara,Fri Nov 27 23:15:12 +0000 2020,CA,"@tmcleod3 Probably, actually. It only has 1 dollar sign on TripAdvisor, 1.5 hours from Dallas. Average room is $99/… https://t.co/vNXB1LquYu",-0.075
Reynoldsburg,Fri Nov 27 23:15:13 +0000 2020,OH,the only think bad thing about thanksgiving is you’re eating that food for the whole next week 😂 ain’t no excuses w all them leftovers,-0.12499999999999996
Los Angeles,Fri Nov 27 23:15:18 +0000 2020,CA,Thanksgiving 2.0 on Black Friday 🍂🙌🧡,-0.16666666666666666
Los Angeles,Fri Nov 27 23:15:27 +0000 2020,CA,Remember that time I spilled half a pot of gumbo in my car on the way to Thanksgiving dinner ? 😅,-0.16666666666666666
Pearland,Fri Nov 27 23:15:37 +0000 2020,TX,Face all puffy from Thanksgiving bloat,0.0
Wesley Chapel,Fri Nov 27 23:15:45 +0000 2020,FL,the turkey wasn’t the only thing got stuffed on thanksgiving 🤪,0.0
Queens,Fri Nov 27 23:15:45 +0000 2020,NY,Like a flight with no visa,0.0
Rochester Hills,Fri Nov 27 23:15:46 +0000 2020,MI,"First commitment from the 2021 class came today!! 
A nice Thanksgiving surprise.
Thankful for this exciting additio… https://t.co/Tb9XV2auyS",0.4302083333333333
St Pete Beach,Fri Nov 27 23:15:53 +0000 2020,FL,"Another 1 im out.  #vacation #travel #inmyownlane @ St. Pete Beach, Florida https://t.co/phOtCLWeL0",0.0
Montgomery,Fri Nov 27 23:16:06 +0000 2020,AL,@Ayooprince2020 Happy Thanksgiving to you you are a  sexy gorgeous young man.,0.525
Fullerton,Fri Nov 27 23:16:46 +0000 2020,CA,#fbf #flashbackfriday #thanksgiving2020 #theobriens #wecute #cutekids #covidthanksgiving2020 #inthekitchen… https://t.co/vGq1jrAkJg,0.0
Waukesha,Fri Nov 27 23:17:15 +0000 2020,WI,my brother just asked me at the thanksgiving dinner table if I listen to drone and noise that is so thrilling,0.25
West Melbourne,Fri Nov 27 23:17:40 +0000 2020,FL,I’m not saying I’m judging all of y’all’s charcuterie boards that you posted for thanksgiving.....but hmu for cheese recommendations,0.0
Highland Park,Fri Nov 27 23:18:01 +0000 2020,IL,I had a very nice Thanksgiving with someone I love very much who is a good friend who like me is a good friend to m… https://t.co/Ml9eKguDhF,0.5880000000000001
Spotswood,Fri Nov 27 23:18:03 +0000 2020,NJ,"✳️Hosting Success!✳️

The first Thanksgiving in my house 🦃 was nothing short of AMAZING 😍 So grateful that we are a… https://t.co/xY7KzynLKV",0.2833333333333334
Bennettsville,Fri Nov 27 23:18:11 +0000 2020,SC,"I’m not the person that likes to eat leftovers. Only certain stuff 🥴🥴🥴🤢 so all this thanksgiving food, idk how it’s gonna go away",0.10714285714285714
Columbus,Fri Nov 27 23:18:14 +0000 2020,OH,@EricPalac Enchiladas.... now THERE’S a good idea for Thanksgiving.  Well played sir. Well played.,0.7
Los Angeles,Fri Nov 27 23:18:14 +0000 2020,CA,I worked on thanksgiving but having Black Friday off is the best day to have off,0.4166666666666667
Brooklyn,Fri Nov 27 23:18:46 +0000 2020,NY,"New York Post : Couple cancel wedding, donate $5K deposit to the hungry on Thanksgiving.
https://t.co/RDRwiySYsb

via @GoogleNews",0.13636363636363635
Landover,Fri Nov 27 23:18:48 +0000 2020,MD,My Momma Sat Her Ass in that Thanksgiving Food 😩,0.0
Dracut,Fri Nov 27 23:18:53 +0000 2020,MA,"@JDukakis @mviser @AnnieLinskey @ajdukakis Aw man, there goes the hottest post-Thanksgiving #MAPoli clothing line... https://t.co/0SHZVcJrYG",0.0
Level Green,Fri Nov 27 23:18:53 +0000 2020,PA,very disappointed at the lack of people posting pictures with their brothers for thanksgiving,-0.9750000000000001
Sedona,Fri Nov 27 23:19:15 +0000 2020,AZ,"learning to embrace my mombod. 

🦃🍂🍁

#Thanksgiving2020 https://t.co/OdkUyPYmCZ",0.0
Town 'n' Country,Fri Nov 27 23:19:15 +0000 2020,FL,Preparing second Thanksgiving and ready to watch this week’s #TheMandalorian. Can’t wait!,0.125
Columbus,Fri Nov 27 23:19:30 +0000 2020,OH,"@aisha_dickerson When this first came up, I read it as pumpkin pie collard greens and I was like 🤔. Happy Thanksgiving!",0.625
Houston,Fri Nov 27 23:19:41 +0000 2020,TX,Now the people that say “we still have thanksgiving first” can stfu when we blast christmas music 👏🏽,0.25
Atlanta,Fri Nov 27 23:19:49 +0000 2020,GA,"@Cher_Cher_007 Lol Loge trip would be dope, although I've never been skiing... but I have hit some trees...🍃 🍂",0.8
Chicago,Fri Nov 27 23:19:51 +0000 2020,IL,If I liked your Thanksgiving post it’s most likely cause your brother is hot,0.3375
Philadelphia,Fri Nov 27 23:19:57 +0000 2020,PA,Them Thanksgiving leftovers b banging day 2,0.0
Mobile,Fri Nov 27 23:20:01 +0000 2020,AL,"@jackieaxeNH @ReverendWarnock are the strip whole cultures of language, culture, land pot. Then we call ourselves a… https://t.co/odLYVUjo0u",0.2
Harvey,Fri Nov 27 23:20:43 +0000 2020,LA,A Northeasterner *cough**cough* (@cammm_8 )stated that Gumbo isn’t a part of a Thanksgiving meal.  What do y’all think?,0.0
Detroit,Fri Nov 27 23:20:52 +0000 2020,MI,What did y'all cook for Thanksgiving?,0.0
Olympia,Fri Nov 27 23:20:58 +0000 2020,WA,World I present to you my grandson Mateo. He was born yesterday at 19:12 The best Thanksgiving ever...bless you alw… https://t.co/dDyIKUe8OL,0.5
Levittown,Fri Nov 27 23:21:13 +0000 2020,NY,@ThatKevinSmith Happy Thanksgiving to you and your family,0.8
Spartanburg,Fri Nov 27 23:21:27 +0000 2020,SC,"As much i love thanksgiving food, I’m not eating that shit again today 🥴",0.15
Levittown,Fri Nov 27 23:21:30 +0000 2020,NY,@TimRipperOwens Happy Thanksgiving to you and your family,0.8
Orlando,Fri Nov 27 23:21:36 +0000 2020,FL,Anyone picking out their fits for when we can hop on international flights again?,0.0
Chillicothe,Fri Nov 27 23:21:40 +0000 2020,OH,@glassworker2020 hope you and your family had a Happy Thanksgiving 🦃,0.8
Orlando,Fri Nov 27 23:21:43 +0000 2020,FL,Just had my first flight that wasn’t  @SouthwestAir in years and was reminded why I only fly southwest.,0.35000000000000003
Manhattan,Fri Nov 27 23:21:45 +0000 2020,NY,Sophia Lillis is a weird way to spell Time Traveling Baby Amy Adams.,-0.5
Newark,Fri Nov 27 23:21:47 +0000 2020,NJ,Just arrived at Newark Airport from Arizona. Didn't see any quarantine checkpoints. People travelling to NYC can fl… https://t.co/GNmr9mj4j6,0.0
Crestwood,Fri Nov 27 23:21:49 +0000 2020,KY,Hope everyone had a great Thanksgiving. Dawn’s table looked awesome as always. Now on to Christmas decorations! @ C… https://t.co/I9NAKlpR4t,0.9
Claymont,Fri Nov 27 23:21:57 +0000 2020,DE,"“My Walk my talk the way I drip 
It’s not my fault so please don’t trip Don’t hate me kauze I’m beautiful” 🎶 
🥺🥺😍😍💕💕",0.024999999999999967
Manhattan,Fri Nov 27 23:22:02 +0000 2020,NY,We enjoyed Thanksgiving. Did you? @ United States of America https://t.co/SSog4MipVu,0.5
Brooklyn,Fri Nov 27 23:22:12 +0000 2020,NY,Foods that are better the next day: Lasagna and Thanksgiving,0.25
Antioch,Fri Nov 27 23:22:18 +0000 2020,CA,So a toned down thanksgiving for one year is just too bizarre and weird for Americans. Good grief,-0.07111111111111112
Yorketown,Fri Nov 27 23:22:25 +0000 2020,NJ,Kids table all grown up 🦃 #thanksgiving @ Manalapan Township https://t.co/BQy4BuNS8r,0.0
Los Angeles,Fri Nov 27 23:22:28 +0000 2020,CA,Hope you guys had a beautiful Thanksgiving! 🙏🍁💛🧡🍂,1.0
Los Angeles,Fri Nov 27 23:22:30 +0000 2020,CA,@KelleyLCarter Gurl!  You are not ready @TheCrownNetflix is EVERYTHING and that 4th season with Thatcher and Diana is a TRIP🤗 #TheCrown,-0.1
Irmo,Fri Nov 27 23:22:35 +0000 2020,SC,"Post-Thanksgiving mini-share for the #BourbonCountyStout release. My ranking:
1) BCS Caramella
2) BCS Kentucky Fog… https://t.co/wkAJxo3CK8",0.0
Minneapolis,Fri Nov 27 23:22:37 +0000 2020,MN,I did not have “listening to Selena while my wife makes leftover Thanksgiving dinner egg rolls” on my bingo card. https://t.co/yRWxSj2uzR,0.0
