city,date,state,text,polarity
Horizon City,10-21-2020,TX,Who says Bud and wings are only for football?!  Go Dodgers!! @budweiserusa  #HitTheBuds  #Sweepstakes. #WorldSeries https://t.co/E87CF2KE0H,0.0
Los Angeles,10-21-2020,CA,Let’s Go Dodgers !!!! I’m anxious,-0.25
Berwyn,10-21-2020,IL,@espn @SportsCenter Cubs winning the World Series in 2016,0.5
Burns Harbor,10-21-2020,IN,Me seeing everyone back the Rays tonight https://t.co/McbaTLZuQC,0.0
Rendon,10-21-2020,TX,"Pretty amazing to think about for @RaysBaseball and @snellzilla4
@Jomboy_
#WorldSeries2020

https://t.co/HV8Q0Bdx0h",0.425
Santa Monica,10-21-2020,CA,Dodgers World Series 5pm Busbys West #busbys #dodgers #worldseries #mlb https://t.co/1fX1uEhyLJ,0.0
Santa Monica,10-21-2020,CA,Dodgers World Series 5pm Busbys West #busbys #dodgers #worldseries #mlb https://t.co/1fX1uEhyLJ,0.0
Santa Monica,10-21-2020,CA,Dodgers World Series 5pm Busbys West #busbys #dodgers #worldseries #mlb https://t.co/1fX1uEhyLJ,0.0
Paradise,10-21-2020,NV,"Let it Ride or Cash Out
UFC 254 with @arielhelwani 
Sharp or Square
Dodgers-Rays Game 2

All coming up on “Bet.” at… https://t.co/XEPJgnQhPv",-0.2625
Paradise,10-21-2020,NV,"Let it Ride or Cash Out
UFC 254 with @arielhelwani 
Sharp or Square
Dodgers-Rays Game 2

All coming up on “Bet.” at… https://t.co/XEPJgnQhPv",-0.2625
Los Angeles,10-21-2020,CA,"Vamos DODGERS!!! 

Let’s get it!",0.0
Boyes Hot Springs,10-21-2020,CA,@TalkinJake Dodgers 3-1,0.0
Malden,10-21-2020,MA,@Dodgers,0.0
Fresno,10-21-2020,CA,@LAKINGDodgers 🙄🙋🏻‍♀️,0.0
Rancho Cucamonga,10-21-2020,CA,Doing the over 8 runs again. Both Dodgers and Rays should score.,0.0
Rancho Cucamonga,10-21-2020,CA,Doing the over 8 runs again. Both Dodgers and Rays should score.,0.0
Covina,10-21-2020,CA,Belli's Game 7 homer is was the best #DodgersMoment this year! ULTRAMoment via @MichelobUltra,0.3
Huntersville,10-21-2020,NC,@DAISDZA These grays ain’t just for show lmao,0.6
Fresno,10-21-2020,CA,@LAKINGDodgers Yaaas Ernie comes in the room. They still fighting... lmao!!,0.9375
Arlington,10-21-2020,TX,The eagle has landed. @RaysFanGio @cjm0519 #RaysUp https://t.co/lL1wu3cSkL,0.0
Statesboro,10-21-2020,GA,I will tell you one thing about the @Dodgers they are not multicultural like the @Braves and @RaysBaseball #ForTheA #WorldSeries #BeatLA,0.0
Statesboro,10-21-2020,GA,I will tell you one thing about the @Dodgers they are not multicultural like the @Braves and @RaysBaseball #ForTheA #WorldSeries #BeatLA,0.0
Fullerton,10-21-2020,CA,Going live on L.A.JAY Legendary Sports organization show on Facebook at 4:30. Join us and let's talk Dodgers! @ Ful… https://t.co/uZTeAfjJWR,0.5681818181818181
Carrollton,10-21-2020,GA,Game 7 of the 2016 World Series,-0.4
Arlington,10-21-2020,TX,@RaysFanGio Here now; they are under my seat in row 8. You can take anyone of them but the Arozarena banner lol.,0.8
Lake Mills,10-21-2020,WI,"Rays 6 Dodgers 2 

Rays even it up #getmeashirtrays",0.0
Lake Mills,10-21-2020,WI,"Rays 6 Dodgers 2 

Rays even it up #getmeashirtrays",0.0
Brockton,10-21-2020,MA,The fact that Mookie Betts is just now being considered for most impactful player in the MLB is crazy to me. He sho… https://t.co/NnRAfS3Nq0,-0.04999999999999999
Independence,10-21-2020,MO,@MLBONFOX @TheeRickAnkiel @NickSwisher @Verly32 What is your guys favorite/most memorable World Series play as a ki… https://t.co/iapeGAqb6a,0.5
Independence,10-21-2020,MO,@MLBONFOX @TheeRickAnkiel @NickSwisher @Verly32 What is your guys favorite/most memorable World Series play as a ki… https://t.co/iapeGAqb6a,0.5
Melbourne,10-21-2020,FL,@MelissasProduce @Dodgers @RaysBaseball @RaysBaseball,0.0
Melbourne,10-21-2020,FL,@MelissasProduce @Dodgers @RaysBaseball @RaysBaseball,0.0
East Moline,10-21-2020,IL,My mom got me an early birthday present!! @Wakeheart @EthanDolan @GraysonDolan #DolanTwins https://t.co/Th8HLbcsWK,0.05
Houston,10-21-2020,TX,@JayneWTHB Looks like this is working against the MLB.,0.0
Joliet,10-21-2020,IL,"@Bill_Fison @MLBONFOX No, the question was which world champion was the best.  As I stated, the number of people at… https://t.co/cPG2k1IwS4",1.0
Grandville,10-21-2020,MI,@RoutineBaseball 4-3 Dodgers,0.0
Chino,10-21-2020,CA,Dodgers are in the WS it’s October fersureeeeeeee,0.0
Norfolk,10-21-2020,VA,Boy it PISSES me off to see this piss poor performance @RaysBaseball givin.,-0.4
Brooklyn,10-21-2020,NY,@EnergyPeddler @WillRayValentin @Grayson_Anderse We called $40 all summer then weak. Classic seasonal pattern: oil… https://t.co/2oS2sKNE8F,-0.10416666666666667
San Diego,10-21-2020,CA,My class is recorded and I have the option to watch it later. That being said. It’s game 2... of the World Series... 🤔,-0.2
Arbuckle,10-21-2020,CA,Belli's Game 7 homer is was the best #DodgersMoment this year! ULTRAMoment via @MichelobUltra,0.3
Langhorne Manor,10-21-2020,PA,Now is our time Rays mafia https://t.co/zdbkc2fsvj,0.0
Henderson,10-21-2020,NV,The Dodgers are pitching a rookie that may go an inning or two at most tonight. This is a game I think favors the R… https://t.co/PFcksptqWN,0.04999999999999999
Palm Harbor,10-21-2020,FL,"@TBTimes_Rays series reminds of 1959 Wht Sox vs Ddgers. Bill Veeks team looks like Rays. Cheap payroll, yng (aparic… https://t.co/P8F1815Qsf",0.4
Athens,10-21-2020,GA,I am by no means a #Dodgers fan. But if you don’t like watching Mookie Betts play baseball I don’t know why you watch baseball.,0.0
Hesperia,10-21-2020,CA,Answer to the experts question. What do you think the Rays need to do to win? @Dodgers @DodgersNation… https://t.co/vRx8LqJNo7,0.8
Hesperia,10-21-2020,CA,Answer to the experts question. What do you think the Rays need to do to win? @Dodgers @DodgersNation… https://t.co/vRx8LqJNo7,0.8
Tulsa,10-21-2020,OK,Tony Gonsolin get the ⚾️ in tonight’s #WorldSeries Game 2. Let’s Go #Dodgers! #LATogether https://t.co/Ho37p3n5ac,-0.5
Covina,10-21-2020,CA,"FYI = All Hands On Deck.
Calling it a ""Bullpen Day"" for the @Dodgers sounds disrespectful.
#Dodgers
#JohnnyWholeStaff",0.0
Pinellas Park,10-21-2020,FL,"TB RAYS RALLY cupcakes activated! 
@RandiiNicholee
#RaysUp 😋🧁 https://t.co/uuEMf4Fvqh",0.0
Tampa,10-21-2020,FL,😴😴 i thought a fan of a team with no World Series championship said something.,0.0
Maitland,10-21-2020,FL,#Dodgers,0.0
Harahan,10-21-2020,LA,"@RoutineBaseball 7-3, Dodgers over Rays",0.0
Harahan,10-21-2020,LA,"@RoutineBaseball 7-3, Dodgers over Rays",0.0
Maitland,10-21-2020,FL,#Dodgers getting that second dub tonight !!! https://t.co/pjooKxiowO,0.0
Arlington,10-21-2020,TX,@KevinGraySports @SotaWeightloss I feel ya fam!!!  I haven’t always been this Slim &amp; sexy guy you see now🤣🤣🤣🤣🤣🤣,0.5
Tampa,10-21-2020,FL,"no le digan a esta gente, pero yo le voy a los #Dodgers https://t.co/JNQFS02jyp",0.0
Maumelle,10-21-2020,AR,Who u rooting for tonight? Thanks @jordanbone for sharing. #lowerarkansas #dodgers #worldseries #southarkansas… https://t.co/iBqaQjfKUV,0.2
Joliet,10-21-2020,IL,"@Bill_Fison @MLBONFOX You clearly don’t understand the question, time for me to move on.",0.10000000000000002
Manhattan,10-21-2020,NY,"#TeamBeyondFreak #TeamIntelligentFreak
#MeAndSomebodyDaughter @ New York, New York https://t.co/qPemLBP80t",0.13636363636363635
Arlington,10-21-2020,TX,World Series 2020 #GoDodgers https://t.co/3GAQ3jLnSu,0.0
Arlington,10-21-2020,TX,World Series 2020 #GoDodgers https://t.co/3GAQ3jLnSu,0.0
Hanford,10-21-2020,CA,Let’s go Dodgers!,0.0
Port St Lucie,10-21-2020,FL,Belli's Game 7 homer is was the best #DodgersMoment this year! ULTRAMoment via @MichelobUltra #LA,0.3
Tampa,10-21-2020,FL,@TCAVIAR @KingJames You know I’m in Tampa right? Lol.. I’m a Rays fan.. me and you are adversaries right now 😂,0.4571428571428571
Sandy Springs,10-21-2020,GA,@MLBONFOX thank you for bringing back the MLB on Fox music!!,0.0
Charlotte,10-21-2020,NC,Rays are going to knock Gonsolin out of the game the first inning. Then the Rays will deplete the Dodgers bullpen.… https://t.co/QbU9h2LTlk,-0.07500000000000001
Charlotte,10-21-2020,NC,Rays are going to knock Gonsolin out of the game the first inning. Then the Rays will deplete the Dodgers bullpen.… https://t.co/QbU9h2LTlk,-0.07500000000000001
Arlington,10-21-2020,TX,@RaysBaseball sporting the road grays tops and bottoms for Game 2. @RaysRadio,-0.4
San Diego,10-21-2020,CA,@RoutineBaseball 4-2 Rays,0.0
Arlington,10-21-2020,TX,World Series Photo Dump https://t.co/eWFBe1Oejw,0.0
Trumbull,10-21-2020,CT,Seeing how excited the Dodgers are to be out there playing is a lot different than the atmosphere I saw in the Yank… https://t.co/vg01EF9Z4t,0.1875
Tampa,10-21-2020,FL,"@TCAVIAR @KingJames Nah man.. just different views.. we root for the same Team.,I like the Dodgers too though",0.0
Boynton Beach,10-21-2020,FL,"@TalkinJake Everyone expects a close win for the Rays, Im going 

Dodgers 8 Rays 3",0.8
Boynton Beach,10-21-2020,FL,"@TalkinJake Everyone expects a close win for the Rays, Im going 

Dodgers 8 Rays 3",0.8
Bronx,10-21-2020,NY,"I will be watchin the #WorldSeries on my twitch tonight.. join up lets talk have cool vibes. #dodgers #RaysUp 

https://t.co/sJQpQWUjPI",0.35
Bronx,10-21-2020,NY,"I will be watchin the #WorldSeries on my twitch tonight.. join up lets talk have cool vibes. #dodgers #RaysUp 

https://t.co/sJQpQWUjPI",0.35
Arlington,10-21-2020,TX,Seats. #RaysUp https://t.co/NMiphDY46M,0.0
Sammamish,10-21-2020,WA,@TalkinJake 4-2 Dodgers,0.0
Madison,10-21-2020,IN,"@RoutineBaseball Dodgers 3
Rays 2",0.0
Madison,10-21-2020,IN,"@RoutineBaseball Dodgers 3
Rays 2",0.0
Lynn Haven,10-21-2020,FL,@RoutineBaseball Rays 5 Dodgers 3,0.0
Lynn Haven,10-21-2020,FL,@RoutineBaseball Rays 5 Dodgers 3,0.0
Chicago,10-21-2020,IL,"I know that trades can't be completed until after the world series, but how about Rudy for Jeffrey Toobin? https://t.co/ICA9F23KUW",0.0
Dover,10-21-2020,NH,A better place to sit on a rainy day. #cabindesign https://t.co/ZMlbXKQYIx,0.5
Phoenix,10-21-2020,AZ,"Let’s go Dodgers @ Phoenix, Arizona https://t.co/uqvQ77P06y",0.0
Buena Park,10-21-2020,CA,Game 2 mood Let get this win!!!!!!! #win #LosAngelesDodgers 💙⚾️🔥🔥🔥 https://t.co/4Q1G9ZPZ4g,0.4666666666666666
Lawndale,10-21-2020,CA,"Me watching the World Series Pregame, and all I think of when David Ortiz talks.. https://t.co/UBg8NwPITQ",0.0
Paradise,10-21-2020,NV,@hermanntrude @Cycloptomese Poor Grayson. Left out again. 😐,-0.2
Sygan,10-21-2020,PA,@cmahair_78 Yep no masked singer: the World Series is on instead! You could watch baseball!,0.0
Culloden,10-21-2020,WV,@baseballchickie @Dodgers Dodgers it is,0.0
Roselle,10-21-2020,IL,@espn Chiefs winning super bowl 54 and cubs winning the 2016 World Series,0.4444444444444444
Cherryland,10-21-2020,CA,@RepAdamSchiff @USRepKCastor @RepCharlieCrist #RaysUp,0.0
Sygan,10-21-2020,PA,@KawanaL78 @NickCannon Just a heads up! No new episode tonight because Fox is airing the World Series,-0.06818181818181818
Bell,10-21-2020,CA,@Alexsaurous2 Damn bro join the Dodgers 😍,0.0
Quincy,10-21-2020,IL,I will be rooting for runs tonight #OversClub over 8.5 runs #DraftKings @DKSportsbook #WorldSeries #RaysUp #Dodgers,0.0
Quincy,10-21-2020,IL,I will be rooting for runs tonight #OversClub over 8.5 runs #DraftKings @DKSportsbook #WorldSeries #RaysUp #Dodgers,0.0
Bellflower,10-21-2020,CA,@lmathis318 World Series !,0.0
Rocklin,10-21-2020,CA,"not a dodgers fan, but imagine if they win the world series.. &amp; the lakers just won the finals.. all in the same mo… https://t.co/O0t2BB6CTh",0.4
Rocklin,10-21-2020,CA,"not a dodgers fan, but imagine if they win the world series.. &amp; the lakers just won the finals.. all in the same mo… https://t.co/O0t2BB6CTh",0.4
St Paul,10-21-2020,MN,"Love it! Sam Elliot. 
Sam Elliott narrates Biden ad premiering during World Series: 'There is only one America' https://t.co/9Wgxk3rFtp",0.3125
Morehead,10-21-2020,KY,Is anybody watching the World Series tonight? ⚾️⚾️⚾️,0.0
Vero Beach,10-21-2020,FL,World Series: Dodgers look to take a commanding lead against the Rays #WorldSeries https://t.co/lk3FXmrPmF,0.0
Vero Beach,10-21-2020,FL,World Series: Dodgers look to take a commanding lead against the Rays #WorldSeries https://t.co/lk3FXmrPmF,0.0
Vero Beach,10-21-2020,FL,World Series: Dodgers look to take a commanding lead against the Rays #WorldSeries https://t.co/lk3FXmrPmF,0.0
Virginia Beach,10-21-2020,VA,@RedSox care to explain? #Dodgers https://t.co/X54I7seESj,0.0
Bend,10-21-2020,OR,Go Dodgers,0.0
Newburgh,10-21-2020,IN,@notgaetti Exactly! Snell nibbles he’s out early too- dodgers swing at strikes,0.20625
Arlington,10-21-2020,TX,Saturday is #24 😉 game 4 #WorldSeries  #Dodgers,-0.4
Shavertown,10-21-2020,PA,@budweiserusa  #RallyBuds #sweepstakes game 2 let’s go Dodgers!,-0.5
Vero Beach,10-21-2020,FL,World Series: Dodgers look to take a commanding lead against the Rays #WorldSeries https://t.co/jbFFzjQep6,0.0
Vero Beach,10-21-2020,FL,World Series: Dodgers look to take a commanding lead against the Rays #WorldSeries https://t.co/jbFFzjQep6,0.0
Vero Beach,10-21-2020,FL,World Series: Dodgers look to take a commanding lead against the Rays #WorldSeries https://t.co/jbFFzjQep6,0.0
Vero Beach,10-21-2020,FL,World Series: Dodgers look to take a commanding lead against the Rays #WorldSeries https://t.co/djr5Rl9Vxp,0.0
Vero Beach,10-21-2020,FL,World Series: Dodgers look to take a commanding lead against the Rays #WorldSeries https://t.co/djr5Rl9Vxp,0.0
Vero Beach,10-21-2020,FL,World Series: Dodgers look to take a commanding lead against the Rays #WorldSeries https://t.co/djr5Rl9Vxp,0.0
Rancho Mirage,10-21-2020,CA,But MLB was prospering and NBA is struggling cause of BLM,0.0
Gibbstown,10-21-2020,NJ,@PacinWags Yes dodgers are pitching the bull pen,0.0
Starkville,10-21-2020,MS,go rays but go mookie,0.0
Clearwater,10-21-2020,FL,CY YOUNG BLAKE SNELL tonight!!!! LET'S GOOOOOO!!!!! 💪⚾️🔥🔥🔥🔥 #RAYSUP #OURTIME #WORLDSERIES,0.7450580596923828
Barton Creek,10-21-2020,TX,@lucas_rays You have a great smile! 😁,0.5875
Rialto,10-21-2020,CA,"Hora de comer , para luego ver a los DODGERS ,  GO DODGERS ,!!! https://t.co/dwneGj9D9L",0.0
Houston,10-21-2020,TX,Booooo to the dodgers fan here,0.0
Bronx,10-21-2020,NY,This unreal 😳@mlb @Dodgers @RaysBaseball https://t.co/H7RwwhUlEe,0.0
Bronx,10-21-2020,NY,This unreal 😳@mlb @Dodgers @RaysBaseball https://t.co/H7RwwhUlEe,0.0
Bronx,10-21-2020,NY,This unreal 😳@mlb @Dodgers @RaysBaseball https://t.co/H7RwwhUlEe,0.0
Barton Creek,10-21-2020,TX,@lucas_rays Wow! So talented! 🎉,0.5
Chicago,10-21-2020,IL,@hackinjeebs @ChiefCovfefe @DrDenaGrayson @SachaBaronCohen @RudyGiuliani https://t.co/qaOZRrOynK,0.0
Porterville,10-21-2020,CA,@bmartinez_ej @ejclothingco @Dodgers @mookiebetts @ClaytonKersh22 @redturn2 @coreyseager_5 @Dodgers,0.0
Marion,10-21-2020,IN,Just got my workout on did abs and legs 🏋️‍♀️ @ Planet Fitness https://t.co/zljjGMLbL7,0.0
Arlington,10-21-2020,TX,@budweiserusa #HitTheBuds I’m in Texas! @dodgers go #dodgers,0.0
Concord,10-21-2020,NC,Think the #Rays even it up tonight. #WorldSeries,0.0
Bellflower,10-21-2020,CA,Dodgers go up 2-0!!,0.0
Johnstown,10-21-2020,NY,Let’s Go @RandyArozarena get it tonight you beast💪#letsgo @RaysBaseball,0.0
Hesperia,10-21-2020,CA,@DodgersNation 760 Hesperia,0.0
Miami Shores,10-21-2020,FL,"Tonight’s @Dodgers starting lineup, according to Dominic (Lasorda) Stinson: https://t.co/K6Vtm5ybDO",0.0
Fillmore,10-21-2020,CA,I believe in my #Dodgers we got this,0.0
Belleair Beach,10-21-2020,FL,CFM announced for game 3 #raysup,-0.4
Hanley Hills,10-21-2020,MO,"Lol damn, mugs not watching the world series either 🥴",0.8
Manasota Key,10-21-2020,FL,@draysbay I’m at the store,0.0
Sygan,10-21-2020,PA,@thestevendavid The Masked singer is not on because of the World Series. So I guess your choice is Ninja. Unless yo… https://t.co/In64uTfWt2,0.0
Pinellas Park,10-21-2020,FL,@feichfem Hopefully the Rays score a crapload of runs in the first 4 innings so you can rest peacefully.,0.25
Las Vegas,10-21-2020,NV,@VSiNLive @adnansvirk @mattyoumans247 @1TimMurray Score more runs then Dodgers,0.5
Bradley Gardens,10-21-2020,NJ,@TheBetterLehman Ha.   $1000 rays win the series,0.8
Bradley Gardens,10-21-2020,NJ,@TheBetterLehman Ha.   $1000 rays win the series,0.8
Beavercreek,10-21-2020,OH,@RoutineBaseball Rays 3 Dodgers 2,0.0
Beavercreek,10-21-2020,OH,@RoutineBaseball Rays 3 Dodgers 2,0.0
Largo,10-21-2020,FL,@thechriswheeler @MLB @GlobeLifeField @Dodgers So you’re not getting me a WS @Dodgers hat?,0.0
Largo,10-21-2020,FL,@thechriswheeler @MLB @GlobeLifeField @Dodgers So you’re not getting me a WS @Dodgers hat?,0.0
San Jose,10-21-2020,CA,What ever happens after this series. Justin Turner is a Dodger forever in my eyes. #Dodgers,0.0
Seven Springs,10-21-2020,FL,@RaysFanGio @AmericanL0c0 @terry_bartlett @BucWhatYaHeard @AUSTINtheCLARK @Mikey84643371 @Burning_Up_ @raysupDuce… https://t.co/rz9cHkIpZq,0.0
Manhattan,10-21-2020,NY,I’m ready. Let’s get the ball rolling! #MLBPlayoffs #WorldSeries2020,0.25
Everett,10-21-2020,WA,Low key I’m a dodgers fan it’s love for the Ms all day but Jackie Robinson and Seattles playoff history made find a 2nd team,0.125
Norman,10-21-2020,OK,Just image the ratings for Astros v Dodgers. MLB is kicking themselves... hahah and I love it https://t.co/iv6FJCKXqe,0.5
Norman,10-21-2020,OK,Just image the ratings for Astros v Dodgers. MLB is kicking themselves... hahah and I love it https://t.co/iv6FJCKXqe,0.5
Boone,10-21-2020,NC,Wendy’s knows!! @GrayscalePA 😂❤️,0.0
Clearwater,10-21-2020,FL,@larrymlease @TBRaysTwins Nobody does more than I do! Thanks to COVID.. ugh!,0.4375
Arlington,10-21-2020,VA,"@DodgersNation 703 - Arlington, VA",0.0
Lancaster,10-21-2020,CA,I’ve been talking to a lot of Dodger fans at work lately and I think I want them to win the World Series just to br… https://t.co/W4sKX0f9cv,0.25
Denver,10-21-2020,CO,"I put $50 on L.A. Let’s go, Dodgers!",0.0
Ocala,10-21-2020,FL,#DodgersDown!,0.0
Little River,10-21-2020,SC,I’m going with dodgers ml tonight I gotta a feeling the class is going to show itself...where is the money going?… https://t.co/EtvRJsECct,0.0
Arlington,10-21-2020,TX,"Let’s Go Dodgers!!!!💙💙
#WorldSeries #ITFDB @ Globe Life Park in Arlington https://t.co/eJ6ZFqfblv",0.0
Philadelphia,10-21-2020,PA,Snell on the mound im taking the Rays tonight!,0.0
Los Angeles,10-21-2020,CA,"Went to both Dodgers clubhouse stores at Citywalk &amp; Hollywood to buy WS hats , BOTH of them sold out in my size 😭😩",0.0
Pearl City,10-21-2020,HI,Game 2... Let’s Go @dodgers!!! #Dodgers #Dodgers4Life https://t.co/qOpAyctxkp,-0.78125
Clearwater,10-21-2020,FL,"Also, the fact that so many people criticized our @RaysBaseball for introducing ""Bullpen Days"" &amp; now we're all see… https://t.co/kd30suL4OT",0.5
